word,word_meaning,cefr_rating
faithfulness,The priest stressed the importance of faithfulness in marriage.,-1
puritan,"Despite his apparent liberal views, he’s really something of a puritan/he has a puritan streak.",-1
marketable,This is a highly marketable product.,-1
enrage,Plans to build a new nightclub in the neighbourhood have enraged local residents.,-1
redo,These new measurements mean that I’ll have to redo the calculations.,-1
liken sb/sth to sb/sth,She’s been likened to a young Elizabeth Taylor.,-1
interweaving,"We chose to design interweaving paths and spaces, integrating the building into the edge of the town.",-1
spontaneous,"His jokes seemed spontaneous, but were in fact carefully prepared beforehand.",-1
ballpark,"We’ll have to go away and cost this carefully, but as a ballpark figure I’d say that it’ll be about two million dollars.",-1
purist,"Although purists may object to split infinitives, like ""to boldly go"", the fact is, they are commonly used.",-1
leitmotiv,Death and renewal are leitmotivs running through the whole novel.,-1
deplorable,I thought his behaviour was absolutely deplorable.,-1
sami,The Sami have herded reindeer since antiquity.,-1
sultanate,"This type of land, in all likelihood, was far less closely integrated into the system of the sultanate than the other three types.",-1
rosebud,"It is used by the channeler imagining herself as a rosebud (or another flower) in the sunlight, slowly unfolding.

From Wikipedia",-1
pointe,The prima ballerina danced forward on her pointes.,-1
mano a mano,a mano a mano between the two presidential candidates,-1
widowhood,The article explores the roles of household compositional factors and socio-economic status on widowhood and remarriage.,-1
iva,The debtor must make payments to creditors as specified in the IVA.,-1
in absentia,An Italian court convicted him in absentia for his terrorist activities.,-1
#NAME?,a red-throated bird,-1
chirping,"""Morning!"" she chirped.",-1
demographic,There have been monumental social and demographic changes in the country.,-1
disguised,"In Shakespeare’s play ""Twelfth Night"", Duke Orsino falls in love with the disguised Viola.",-1
harmonize,The garden has been designed to harmonize with the natural landscape.,-1
blossoming,The cherry tree is beginning to blossom.,-1
perpetually,She's perpetually asking me for money.,-1
genuflect,People were genuflecting in front of the altar.,-1
hurrah,Hurrah for the whole team!,-1
hoary,He told a few hoary old jokes and nobody laughed.,-1
blossomed,The cherry tree is beginning to blossom.,-1
digitize,to digitize sound,-1
eroticism,The play’s eroticism shocked audiences when it was first performed.,-1
realizable,He doubted whether the plan was realizable in practice.,-1
irate,We have received some irate phone calls from customers.,-1
ambivalent,I felt very ambivalent about leaving home.,-1
conversant,I’m not conversant with the rules of chess.,-1
undulate,The road undulates for five miles before a steep climb.,-1
codification,The U. S. Code is a codification of all statutes passed by Congress.,-1
impeccable,impeccable taste/manners/credentials,-1
flywheel,"Electric current was obtained from a dynamo bolted on to the step of a twenty-horse-power car, and driven by a belt from the flywheel of the engine.",-1
embellish,The ceiling was embellished with flowers and leaves.,-1
mama,"Can I have some more, Mama?",-1
befit,"She was buried in the cathedral, as befits someone of her position.",-1
blur,"If I don’t wear my glasses, everything is just a blur.",-1
disrobe,"As soon as the medium finishes, the whole party disrobes and bathes.",-1
exhort,The governor exhorted the prisoners not to riot.,-1
dally,"Blueberries were ripe, and beguiled the pair into many a moment’s dallying by the wayside.",-1
locating,Our office is located in midtown Manhattan.,-1
shakespearean,a Shakespearean sonnet,-1
mirthful,The ending of the film is melancholy rather than mirthful.,-1
the dockside,"As the train drew up on the dockside, he was getting his hand traps together, when the carriage door was wrenched open and a young man jumped in.",-1
#NAME?,a money-raiser,-1
disempower,Empowering women doesn’t mean disempowering men.,-1
#NAME?,a two-tiered structure,-1
syncopation,jazzy syncopations,-1
anglo,"The students are Anglos, Latinos, and Native Americans.",-1
paradoxically,"The big thing in video equipment is, paradoxically, sound.",-1
prioritize,You must learn to prioritize your work.,-1
swallowing,My throat is so sore that it really hurts when I swallow.,-1
coquette,She greeted him with a coquettish smile.,-1
achingly,"Sung by the world’s greatest tenor, this aria is achingly beautiful.",-1
judgmental,You must try not to be so judgmental about people.,-1
multifarious,The newspaper report detailed the fraudster’s multifarious business activities.,-1
the amish,Amish traditions,-1
deviant,a sexual deviant,-1
compartmentalize,"His life was carefully compartmentalized, with his work in one city and his social life in another.",-1
pseudo-,pseudo-religious,-1
idiotic,In our part of the world self-respecting intellectuals realized long ago that this was an idiotic distinction.,-1
connive,Officials were accused of conniving with the company in the supply of arms to Sierra Leone.,-1
erasure,"What happens when a voter marks more than one candidate, then tries to correct the mistake through erasure?",-1
scathingly,She spoke scathingly of the poor standard of work done by her predecessor.,-1
sympathetically,"She listened sympathetically, nodding her head now and again.",-1
coincidental,"They extricate themselves from appalling conditions and bravely confront their villainous oppressors, while through coincidental circumstances they are elevated to a higher social position.",-1
baffle,She was completely baffled by his strange behaviour.,-1
subjectivity,There’s always an element of subjectivity in decision-making.,-1
egoistic,"Unlike personal identity, egoistic concern can be a matter of degree and is thus affected by the degree of psychological unity of the individual.",-1
pituitary gland,"Through the mediation of the hypothalamus and the pituitary gland, a series of morphological changes overtakes the little creature.",-1
affirm,The suspect affirmed (that) he had been at home all evening.,-1
superego,"Supporting the formation of a strong superego, his gaze should turn in on itself.",-1
pedagogical,The book describes current pedagogical methods used in teaching reading.,-1
ostracize,His colleagues ostracized him after he criticized the company in public.,-1
double-trouble,Having twins usually means double trouble for the parents.,-1
mien,His aristocratic mien and expensive clothes singled him out.,-1
headdress,The Indian warrior wore an eagle-feather headdress.,-1
chagrin,"My children have never shown an interest in music, much to my chagrin.",-1
approbation,The council has finally indicated its approbation of the plans.,-1
molest,The girl had been molested frequently by her stepfather from the age of eight.,-1
chronicling,The book chronicles the writer’s coming to terms with his illness.,-1
the crux,The crux of the country’s economic problems is its foreign debt.,-1
cinematography,The cinematography is what makes this film as wonderful as it really is.,-1
caucasian,The chief suspect for the robbery is a Caucasian male.,-1
programmatic,"The company did not adopt a programmatic approach to change, preferring evolutionary development.",-1
injectable,"This injectable medication contains adrenaline, which reverses the effects of a serious allergic reaction.",-1
joyously,Crowds of of people danced joyously in the street.,-1
